scaf0054177.1,Bradi2g25640.1|PACid:21808022,45.671641791
scaf0420760.1,Bradi4g39310.1|PACid:21811191,24.0909090909
scaf0308388.1,Bradi1g70850.1|PACid:21816053,18.4120465435
scaf0023655.1,Bradi1g15610.1|PACid:21815652,56.9651741294
scaf0042307.1,Bradi2g27920.1|PACid:21807961,16.5680473373
scaf0129558.1,Bradi3g45760.1|PACid:21833790,46.2295081967
scaf0099374.1,Bradi3g58760.1|PACid:21827752,44.262295082
scaf0211073.1,Bradi3g34270.1|PACid:21830207,34.335839599
scaf0211073.3,Bradi3g34531.1|PACid:21828581,54.0350877193
scaf0099219.1,Bradi2g25400.1|PACid:21804148,32.9704510109
scaf0352603.1,Bradi4g22270.1|PACid:21811372,31.6062176166
scaf0095777.5,Bradi2g39700.1|PACid:21805982,19.1326530612
scaf0095777.2,Bradi3g19620.1|PACid:21829192,54.2056074766
scaf0062265.2,Bradi3g54450.1|PACid:21828675,58.5308056872
scaf0429752.1,Bradi2g62110.1|PACid:21806978,8.39160839161
scaf0155932.1,Bradi2g08287.1|PACid:21805467,18.0
scaf0264974.1,Bradi4g32090.1|PACid:21812172,46.1111111111
scaf0295524.2,Bradi1g10180.2|PACid:21823256,62.3456790123
scaf0055670.2,Bradi5g10510.1|PACid:21824778,52.380952381
scaf0055670.1,Bradi2g43062.1|PACid:21808059,2.46212121212
scaf0285137.1,Bradi2g09120.1|PACid:21804632,39.7849462366
scaf0101673.1,Bradi5g21910.1|PACid:21824536,49.0272373541
scaf0141365.2,Bradi5g09350.1|PACid:21823886,4.25531914894
scaf0021871.1,Bradi3g35550.1|PACid:21828493,42.6966292135
scaf0433658.1,Bradi2g46490.1|PACid:21804506,5.05952380952
scaf0159301.1,Bradi3g29510.1|PACid:21832403,32.9020332717
scaf0023429.1,Bradi4g28597.1|PACid:21813331,32.4093816631
scaf0037096.1,Bradi1g71420.1|PACid:21816855,22.6373626374
scaf0205072.2,Bradi2g48580.1|PACid:21803164,25.2450980392
scaf0317040.1,Bradi1g15920.1|PACid:21819993,18.2492581602
scaf0075567.1,Bradi1g26740.1|PACid:21819157,28.6144578313
scaf0144698.2,Bradi4g12360.1|PACid:21811877,18.6475409836
scaf0174846.2,Bradi1g52580.1|PACid:21817749,57.9075425791
scaf0417951.1,Bradi2g55350.1|PACid:21807132,3.93013100437
scaf0142862.1,Bradi2g20290.1|PACid:21804691,52.4861878453
scaf7362949.1,Bradi4g06000.1|PACid:21811868,13.768115942
scaf0134847.1,Bradi3g46920.1|PACid:21830930,14.5228215768
scaf0037433.2,Bradi1g09930.1|PACid:21817301,22.3076923077
scaf0037433.1,Bradi3g57520.1|PACid:21828777,17.8571428571
scaf0019874.1,Bradi2g12960.1|PACid:21807975,34.6153846154
scaf0192312.1,Bradi3g38020.1|PACid:21829550,9.12698412698
scaf0282133.1,Bradi2g49627.1|PACid:21805426,7.93433652531
scaf0370843.1,Bradi3g36210.1|PACid:21829029,30.9803921569
scaf0093916.1,Bradi4g13805.1|PACid:21814356,30.8677098151
scaf0049595.1,Bradi3g05060.1|PACid:21831897,28.3752860412
scaf0398288.1,Bradi2g16440.1|PACid:21805423,16.2011173184
scaf0324939.2,Bradi4g05040.1|PACid:21812059,32.9411764706
scaf0431150.1,Bradi1g45140.1|PACid:21815711,37.741046832
scaf0431150.2,Bradi3g45970.1|PACid:21833089,47.721822542
scaf0378080.1,Bradi3g51170.1|PACid:21833780,21.1286089239
scaf0094014.1,Bradi4g21980.1|PACid:21811603,12.7622377622
scaf0094014.2,Bradi1g26710.1|PACid:21822140,53.9800995025
scaf0036087.1,Bradi2g25470.1|PACid:21804390,59.0395480226
scaf0218950.3,Bradi2g50100.1|PACid:21804064,24.7933884298
scaf0218950.2,Bradi3g53710.1|PACid:21833420,12.5
scaf0218950.1,Bradi3g53710.1|PACid:21833420,16.3194444444
scaf0278181.1,Bradi1g77040.1|PACid:21820322,42.7299703264
scaf0219740.1,Bradi3g01660.1|PACid:21829093,25.8793969849
scaf0219740.2,Bradi1g26890.1|PACid:21820375,7.42574257426
scaf0087062.3,Bradi1g71640.1|PACid:21815893,12.31281198
scaf0087062.1,Bradi1g44207.1|PACid:21815981,48.1981981982
scaf0394307.1,Bradi2g20840.1|PACid:21805497,47.8658536585
scaf0081724.1,Bradi1g11837.1|PACid:21818751,29.7101449275
scaf0281301.1,Bradi3g17020.1|PACid:21832610,57.6377952756
scaf0097663.1,Bradi4g23190.1|PACid:21814199,6.55172413793
scaf0097663.2,Bradi3g00210.1|PACid:21827823,49.8214285714
scaf0031674.1,Bradi2g47810.1|PACid:21803047,23.6180904523
scaf0200878.1,Bradi4g32600.1|PACid:21814264,13.6363636364
scaf0433917.1,Bradi4g41527.1|PACid:21811019,34.9264705882
scaf0207089.1,Bradi2g20950.1|PACid:21806207,16.8067226891
scaf0143657.1,Bradi3g17020.1|PACid:21832610,52.6771653543
scaf0423402.1,Bradi3g39220.1|PACid:21833009,33.7254901961
scaf0159035.1,Bradi1g69307.1|PACid:21817822,42.5675675676
scaf0070759.1,Bradi1g61637.1|PACid:21816857,47.5548060708
scaf0232073.1,Bradi4g43380.1|PACid:21812933,64.4100580271
scaf0105729.1,Bradi1g61350.1|PACid:21819964,35.8166189112
scaf0270080.1,Bradi2g62093.1|PACid:21805721,54.2654028436
scaf0269775.2,Bradi5g21090.1|PACid:21826432,19.4835680751
scaf0269775.1,Bradi2g21300.1|PACid:21805023,64.0776699029
scaf0168157.1,Bradi1g12810.1|PACid:21822089,56.4655172414
scaf0426667.1,Bradi1g30470.1|PACid:21821024,20.4678362573
scaf0116317.1,Bradi2g23490.1|PACid:21804250,25.8503401361
scaf0421934.2,Bradi5g04057.1|PACid:21826205,14.1955835962
scaf0267505.1,Bradi2g13070.1|PACid:21804529,55.2511415525
scaf0073726.1,Bradi1g36990.1|PACid:21819821,50.5494505495
scaf0211211.3,Bradi2g47780.1|PACid:21806100,8.53658536585
scaf0211211.1,Bradi2g18150.1|PACid:21803639,18.2432432432
scaf0101022.1,Bradi5g08800.1|PACid:21825697,37.5
scaf0436036.1,Bradi4g45227.1|PACid:21812289,44.9023861171
scaf0229797.1,Bradi1g39150.1|PACid:21817017,31.8181818182
scaf0037146.1,Bradi2g40740.1|PACid:21804946,52.0255863539
scaf0054827.1,Bradi3g28100.1|PACid:21830865,48.2666666667
scaf0296125.1,Bradi3g27877.1|PACid:21831476,3.32147093713
scaf0181453.2,Bradi4g39210.1|PACid:21813663,26.4705882353
scaf0395433.2,Bradi2g59010.1|PACid:21808994,50.0
scaf0395433.1,Bradi1g09710.1|PACid:21817587,3.43347639485
scaf0331548.2,Bradi2g42300.1|PACid:21806034,7.60869565217
scaf0023801.1,Bradi5g20420.1|PACid:21826492,16.7391304348
scaf0023801.2,Bradi5g20420.1|PACid:21826492,16.3043478261
scaf0051581.1,Bradi3g59020.1|PACid:21831665,13.0876747141
scaf0051581.2,Bradi3g59020.1|PACid:21831665,35.0698856417
scaf0106618.2,Bradi2g10640.1|PACid:21803701,46.9262295082
scaf0106618.1,Bradi2g09707.2|PACid:21802947,6.26506024096
scaf7363820.1,Bradi2g23740.1|PACid:21806584,23.8383838384
scaf0102245.1,Bradi1g72500.1|PACid:21815628,46.9158878505
scaf0428889.1,Bradi0026s00210.2|PACid:21826769,46.5174129353
scaf0006875.1,Bradi3g47800.1|PACid:21829397,51.8691588785
scaf0006875.2,Bradi2g39530.1|PACid:21807866,21.7948717949
scaf0006875.3,Bradi1g65571.2|PACid:21823647,48.0263157895
scaf0002586.2,Bradi2g53860.1|PACid:21807677,9.76116303219
scaf0418444.1,Bradi1g00760.1|PACid:21821673,56.7267683773
scaf0001111.1,Bradi2g12320.1|PACid:21803289,2.18120805369
scaf0277662.1,Bradi1g45330.1|PACid:21816926,35.1706036745
scaf0267961.2,Bradi5g20197.1|PACid:21826358,33.6734693878
scaf0252588.1,Bradi5g24360.1|PACid:21824875,41.5708812261
scaf0232874.1,Bradi5g01240.1|PACid:21823888,59.2105263158
scaf0063788.1,Bradi2g04980.1|PACid:21807515,60.0456621005
scaf0418091.1,Bradi1g19280.1|PACid:21822121,3.58974358974
scaf0294327.1,Bradi3g13950.1|PACid:21830343,16.7300380228
scaf0304368.1,Bradi4g40880.1|PACid:21810829,38.0403458213
scaf0412376.1,Bradi1g51830.4|PACid:21819139,42.6778242678
scaf0418941.1,Bradi5g02490.1|PACid:21825541,8.5534591195
scaf0412376.2,Bradi5g02190.1|PACid:21823867,4.18410041841
scaf0428656.1,Bradi5g16557.1|PACid:21826755,31.4766839378
scaf0039384.1,Bradi2g10017.1|PACid:21805923,41.8181818182
scaf7363975.1,Bradi1g19890.1|PACid:21816080,20.1511335013
scaf0340499.1,Bradi1g75980.1|PACid:21818935,58.748403576
scaf0340499.2,Bradi2g62330.1|PACid:21809060,8.35360908354
scaf0423577.1,Bradi5g04777.1|PACid:21825325,27.1589486859
scaf0268570.1,Bradi1g60120.1|PACid:21818098,22.1198156682
scaf0374768.1,Bradi3g31720.1|PACid:21833035,29.203539823
scaf0133575.1,Bradi1g75320.1|PACid:21819939,11.6607773852
scaf0196748.1,Bradi1g16000.1|PACid:21820738,31.4861460957
scaf0230791.1,Bradi5g20787.1|PACid:21823937,12.987012987
scaf0182442.1,Bradi1g47860.1|PACid:21820103,43.5897435897
scaf0222212.1,Bradi5g20260.2|PACid:21826756,10.3070175439
scaf0263608.1,Bradi2g54680.1|PACid:21803578,64.0138408304
scaf0263608.3,Bradi2g31650.1|PACid:21809274,45.2747252747
scaf0079790.1,Bradi2g08737.1|PACid:21807124,25.550660793
scaf0358540.1,Bradi1g18607.1|PACid:21822307,36.8654822335
scaf0099796.2,Bradi3g05470.1|PACid:21828027,47.5949367089
scaf0099796.3,Bradi1g51720.1|PACid:21816772,10.9433962264
scaf0099796.1,Bradi4g06485.1|PACid:21814329,40.1002506266
scaf0017318.1,Bradi3g36357.1|PACid:21830618,14.5061728395
scaf0331933.1,Bradi1g62210.1|PACid:21820992,39.043381535
scaf0322547.1,Bradi1g39030.1|PACid:21821684,19.918699187
scaf0356739.3,Bradi2g23720.1|PACid:21806549,38.0032206119
scaf0356739.2,Bradi4g44720.1|PACid:21813697,60.9442060086
scaf0356739.1,Bradi4g37220.1|PACid:21813059,6.03550295858
scaf0087370.2,Bradi1g17360.1|PACid:21819147,43.8746438746
scaf0205806.1,Bradi4g30260.1|PACid:21811546,39.0977443609
scaf0051515.1,Bradi1g71880.1|PACid:21823253,50.0
scaf0205806.2,Bradi1g49350.1|PACid:21818671,10.0840336134
scaf0435073.1,Bradi4g23080.1|PACid:21813960,38.329764454
scaf0310776.2,Bradi3g41067.1|PACid:21832694,14.5569620253
scaf0310776.1,Bradi5g03977.1|PACid:21824664,54.1266794626
scaf0332325.1,Bradi1g32630.1|PACid:21815001,9.27835051546
scaf0360811.2,Bradi2g08300.1|PACid:21809664,43.8320209974
scaf0031729.1,Bradi2g04720.1|PACid:21807505,60.3206412826
scaf0350150.1,Bradi1g34130.1|PACid:21819531,51.4824797844
scaf0078628.1,Bradi3g57950.1|PACid:21830058,43.1865828092
scaf0216708.2,Bradi5g17100.2|PACid:21826433,30.8235294118
scaf7364018.1,Bradi3g02180.1|PACid:21828234,7.3275862069
scaf7364018.2,Bradi3g02190.1|PACid:21833564,6.16797900262
scaf0342870.1,Bradi2g52417.1|PACid:21802990,10.3498542274
scaf0342870.2,Bradi1g75540.1|PACid:21820754,21.3128729753
scaf0338229.1,Bradi1g67820.1|PACid:21823295,38.7464387464
scaf0301026.1,Bradi4g24767.1|PACid:21814275,20.5592105263
scaf0101674.3,Bradi2g36187.3|PACid:21809479,7.34693877551
scaf0085195.1,Bradi5g22510.1|PACid:21824851,6.07594936709
scaf0387004.1,Bradi2g28460.2|PACid:21805233,3.43915343915
scaf0051640.1,Bradi4g24580.1|PACid:21814221,16.5217391304
scaf0310001.1,Bradi1g60620.1|PACid:21815247,40.306122449
scaf0430920.1,Bradi2g01185.1|PACid:21803688,26.4705882353
scaf0157444.1,Bradi4g27240.1|PACid:21811204,52.9220779221
scaf0259585.1,Bradi4g35180.1|PACid:21809849,28.3505154639
scaf0338553.1,Bradi2g19867.1|PACid:21805359,45.9154929577
scaf0158418.1,Bradi4g21970.1|PACid:21809851,34.9673202614
scaf0338553.2,Bradi1g42377.1|PACid:21815992,56.3766388558
scaf0151422.1,Bradi3g48860.1|PACid:21828686,38.3828045036
scaf0292909.1,Bradi4g05200.1|PACid:21810536,34.2105263158
scaf0025811.1,Bradi1g53480.1|PACid:21818295,8.25688073394
scaf0423108.1,Bradi5g23510.1|PACid:21825515,14.7640791476
scaf0224669.1,Bradi5g03450.1|PACid:21826394,39.2156862745
scaf0435530.1,Bradi2g55740.1|PACid:21806460,47.0930232558
scaf0430070.1,Bradi2g35690.1|PACid:21804047,41.2969283276
scaf0430070.2,Bradi4g28160.1|PACid:21810540,7.23270440252
scaf0422278.1,Bradi1g43480.1|PACid:21819984,15.5251141553
scaf0075522.1,Bradi5g02460.1|PACid:21826541,60.5454545455
scaf0214277.2,Bradi4g13310.1|PACid:21812998,26.4122137405
scaf0347171.1,Bradi3g16070.1|PACid:21828783,46.1538461538
scaf7363005.1,Bradi2g46320.1|PACid:21804576,7.16510903427
scaf0012244.1,Bradi3g48090.1|PACid:21832145,26.8656716418
scaf0322956.1,Bradi2g52417.1|PACid:21802990,56.7055393586
scaf0183805.1,Bradi3g48190.1|PACid:21828293,39.2550143266
scaf0171213.1,Bradi3g06970.1|PACid:21831462,30.6629834254
scaf0019949.1,Bradi3g24960.1|PACid:21831883,4.6511627907
scaf0019949.2,Bradi2g50967.1|PACid:21807086,36.3901018923
scaf0097267.1,Bradi3g31880.1|PACid:21833079,11.0169491525
scaf0335496.2,Bradi2g13190.1|PACid:21809068,58.1120943953
scaf0312523.1,Bradi2g33630.1|PACid:21809722,12.7659574468
scaf0111249.3,Bradi1g34270.1|PACid:21815570,36.7021276596
scaf0430047.1,Bradi1g65140.2|PACid:21815964,8.29015544041
scaf0192928.1,Bradi4g00320.1|PACid:21814459,35.7142857143
scaf0192928.3,Bradi4g21950.1|PACid:21812414,55.8388157895
scaf0192928.2,Bradi3g56730.1|PACid:21833633,7.85340314136
scaf0364538.1,Bradi5g15510.1|PACid:21824500,39.7435897436
scaf0428519.1,Bradi4g00790.1|PACid:21812452,13.4657836645
scaf0091350.1,Bradi1g36340.1|PACid:21823001,24.6987951807
scaf0087085.2,Bradi3g08460.1|PACid:21832189,13.4292565947
scaf0087085.1,Bradi3g08470.1|PACid:21828749,18.4834123223
scaf0088169.1,Bradi1g78390.1|PACid:21820069,53.6069651741
scaf0216516.1,Bradi5g01930.1|PACid:21824657,18.5692541857
scaf0140368.2,Bradi4g23880.1|PACid:21810984,18.8744588745
scaf0087510.3,Bradi3g39060.1|PACid:21831299,8.27423167849
scaf0381923.1,Bradi2g01570.1|PACid:21805517,39.762611276
scaf0009169.1,Bradi1g07420.1|PACid:21823738,32.7956989247
scaf0080758.1,Bradi1g17200.1|PACid:21822259,22.8985507246
scaf0241990.1,Bradi1g64267.2|PACid:21815383,3.6832412523
scaf0110637.1,Bradi3g00300.1|PACid:21830121,31.4136125654
scaf0311277.1,Bradi3g49490.1|PACid:21831850,36.1794500724
scaf0076827.2,Bradi2g43420.1|PACid:21807799,58.5434173669
scaf0407807.1,Bradi1g62520.1|PACid:21823155,36.5168539326
scaf0097189.1,Bradi1g60200.1|PACid:21819210,19.0789473684
scaf0401332.1,Bradi3g37690.1|PACid:21827620,36.7704280156
scaf0321365.3,Bradi1g18820.1|PACid:21817394,24.4635193133
scaf0096709.1,Bradi2g19080.1|PACid:21805241,4.09836065574
scaf0281676.1,Bradi1g30860.1|PACid:21821303,21.6553287982
scaf0122808.1,Bradi1g32800.1|PACid:21821482,46.0962566845
scaf0208263.1,Bradi4g31760.1|PACid:21812954,6.05187319885
scaf0324401.1,Bradi4g41777.2|PACid:21811103,5.82781456954
scaf0435838.1,Bradi1g18800.1|PACid:21819447,7.45192307692
scaf0215968.1,Bradi1g69140.1|PACid:21822821,11.8181818182
scaf0430970.1,Bradi3g28367.1|PACid:21828700,24.025974026
scaf0228000.1,Bradi3g18220.1|PACid:21832338,44.2386831276
scaf0372391.2,Bradi2g50450.1|PACid:21807957,10.3524229075
scaf0372391.1,Bradi2g55440.1|PACid:21803208,45.4941860465
scaf0115445.1,Bradi4g34090.1|PACid:21814773,23.5995850622
scaf0212833.1,Bradi5g08907.1|PACid:21824535,2.77777777778
scaf0421934.1,Bradi3g59090.1|PACid:21831468,39.6518375242
scaf0067861.1,Bradi4g09007.1|PACid:21812980,31.5625
scaf0091624.1,Bradi2g51300.1|PACid:21808037,15.1147098516
scaf0091624.2,Bradi2g23720.1|PACid:21806549,40.0966183575
scaf0136598.1,Bradi5g24650.1|PACid:21824514,55.9766763848
scaf0111893.2,Bradi3g37327.1|PACid:21833450,55.7692307692
scaf0111893.1,Bradi2g54900.1|PACid:21803129,54.7231270358
scaf0236021.3,Bradi1g44040.1|PACid:21819885,7.84982935154
scaf0007218.1,Bradi2g12810.1|PACid:21803830,8.21458507963
scaf0408204.1,Bradi4g35040.1|PACid:21810679,51.724137931
scaf0128213.1,Bradi1g62507.1|PACid:21817089,32.1292775665
scaf0007893.2,Bradi3g13220.1|PACid:21827899,5.58558558559
scaf0007893.1,Bradi3g13220.1|PACid:21827899,13.8738738739
scaf0353455.1,Bradi2g22927.2|PACid:21808821,30.2356020942
scaf0434795.1,Bradi3g42197.1|PACid:21829962,22.1864951768
scaf0417791.2,Bradi1g37560.1|PACid:21822982,21.7213114754
scaf0355990.3,Bradi3g32320.1|PACid:21830550,8.33333333333
scaf0355990.1,Bradi1g68487.1|PACid:21816436,51.9142419602
scaf0160064.2,Bradi3g05390.1|PACid:21831742,7.8431372549
scaf0434676.1,Bradi3g13740.1|PACid:21830682,1.16618075802
scaf0064478.1,Bradi1g61930.1|PACid:21820605,29.648241206
scaf0387619.1,Bradi1g44630.1|PACid:21815569,17.4180327869
scaf0377371.1,Bradi2g19380.1|PACid:21804311,38.8565891473
scaf0229742.1,Bradi4g37740.1|PACid:21811147,17.7622377622
scaf0374232.1,Bradi2g56547.1|PACid:21803642,19.1018342821
scaf0142538.2,Bradi5g13820.1|PACid:21824390,31.5992292871
scaf0142538.1,Bradi5g13770.1|PACid:21825025,1.34529147982
scaf0139369.3,Bradi1g65680.1|PACid:21816161,12.2762148338
scaf0139369.2,Bradi1g65670.1|PACid:21820110,28.0575539568
scaf0059124.1,Bradi1g00410.1|PACid:21818556,46.015936255
scaf0304187.1,Bradi1g11817.3|PACid:21814903,42.0986093552
scaf0342011.1,Bradi1g02230.1|PACid:21816416,57.2727272727
scaf0046212.1,Bradi2g44330.1|PACid:21806222,55.8935361217
scaf0330279.1,Bradi2g62270.1|PACid:21806752,16.1870503597
scaf0038269.1,Bradi4g24540.1|PACid:21812527,21.5231788079
scaf0375742.2,Bradi2g42960.1|PACid:21807260,21.3058419244
scaf0375742.1,Bradi2g09450.1|PACid:21808537,31.2421580928
scaf0139000.1,Bradi4g05680.1|PACid:21810953,44.4821731749
scaf0220068.1,Bradi2g55000.1|PACid:21803159,46.0606060606
scaf0139000.2,Bradi5g13980.1|PACid:21824910,30.4895104895
scaf0203800.1,Bradi4g10420.1|PACid:21810875,26.2857142857
scaf0276537.1,Bradi5g16150.1|PACid:21826000,18.7755102041
scaf0027124.2,Bradi1g27750.1|PACid:21817602,16.1290322581
scaf0027124.1,Bradi1g60770.1|PACid:21821493,16.1676646707
scaf0090661.1,Bradi5g20090.1|PACid:21826573,52.1739130435
scaf0231814.1,Bradi3g07286.1|PACid:21828823,9.48905109489
scaf0433417.1,Bradi4g00590.1|PACid:21814715,33.0434782609
scaf0383074.1,Bradi1g13870.1|PACid:21819978,15.6950672646
scaf0425746.1,Bradi2g12057.1|PACid:21807352,40.39408867
scaf0115169.2,Bradi3g01170.1|PACid:21832209,40.4600811908
scaf0370963.1,Bradi5g12050.1|PACid:21824768,64.7286821705
scaf0050788.1,Bradi5g18647.1|PACid:21824240,43.0985915493
scaf0050788.2,Bradi1g45890.1|PACid:21823749,26.359832636
scaf0436063.2,Bradi4g15000.1|PACid:21810413,48.1081081081
scaf0436063.1,Bradi1g62150.1|PACid:21822137,24.8344370861
scaf0034275.2,Bradi3g60050.1|PACid:21832958,37.3540856031
scaf0034275.1,Bradi4g32530.1|PACid:21814465,4.64743589744
scaf0219715.1,Bradi2g59310.1|PACid:21808667,44.7807933194
scaf0001367.1,Bradi3g59770.1|PACid:21833527,48.3443708609
scaf0129200.1,Bradi3g31690.1|PACid:21829680,34.8710990502
scaf0064201.1,Bradi4g15450.2|PACid:21813604,66.5447897623
scaf0417245.3,Bradi3g17040.1|PACid:21829253,27.7591973244
scaf0417245.2,Bradi5g17120.1|PACid:21826257,32.5203252033
scaf0340832.1,Bradi2g54740.1|PACid:21807865,59.9653379549
scaf0202816.1,Bradi2g37470.1|PACid:21807099,18.6629526462
scaf0221360.1,Bradi1g28340.1|PACid:21816782,38.7665198238
scaf0114323.3,Bradi5g12127.1|PACid:21826369,23.8202247191
scaf0114323.1,Bradi2g44180.1|PACid:21803577,42.7221172023
scaf0117425.1,Bradi2g11260.1|PACid:21809098,21.2534059946
scaf0270810.1,Bradi5g15250.1|PACid:21825361,49.3333333333
scaf0257667.1,Bradi4g39580.1|PACid:21814584,0.773694390716
scaf0163430.3,Bradi2g58710.1|PACid:21804501,21.3675213675
scaf0163430.2,Bradi3g36990.1|PACid:21828351,11.03117506
scaf0192007.1,Bradi2g01580.1|PACid:21806771,46.6911764706
scaf0348740.1,Bradi1g72360.1|PACid:21823338,11.8421052632
scaf0205296.1,Bradi3g00950.1|PACid:21830202,59.1179976162
scaf0164370.1,Bradi1g09840.1|PACid:21815461,45.9459459459
scaf7363175.1,Bradi5g15330.1|PACid:21823831,7.85219399538
scaf0244487.2,Bradi3g49830.1|PACid:21830774,26.517571885
scaf0244487.1,Bradi1g42420.1|PACid:21817204,23.2993197279
scaf0200329.2,Bradi2g59520.1|PACid:21808391,23.0769230769
scaf0023854.1,Bradi4g10350.1|PACid:21810322,55.0295857988
scaf0309511.1,Bradi3g34531.1|PACid:21828581,18.9473684211
scaf0061515.1,Bradi2g31130.1|PACid:21805155,14.4230769231
scaf0061515.2,Bradi2g55030.1|PACid:21807825,26.3374485597
scaf0206482.1,Bradi1g37570.1|PACid:21822292,34.6456692913
scaf0172769.1,Bradi2g09460.1|PACid:21808699,19.414893617
scaf0036535.2,Bradi5g11590.1|PACid:21824584,51.8558951965
scaf0080393.1,Bradi5g12740.1|PACid:21825716,9.55414012739
scaf0036535.1,Bradi1g24567.1|PACid:21817860,55.2429667519
scaf0120049.2,Bradi2g53150.1|PACid:21804043,24.3553008596
scaf0120049.3,Bradi2g04610.1|PACid:21808579,39.7435897436
scaf0120049.1,Bradi1g02230.1|PACid:21816416,48.961038961
scaf0353568.1,Bradi2g02380.1|PACid:21805990,47.8873239437
scaf0251860.1,Bradi3g38517.2|PACid:21833122,37.6344086022
scaf0038340.2,Bradi1g55090.1|PACid:21816421,35.9090909091
scaf0028373.2,Bradi1g01377.1|PACid:21818363,17.6855895197
scaf0028373.4,Bradi1g58197.1|PACid:21815079,16.7512690355
scaf0120172.1,Bradi1g55550.1|PACid:21819228,21.6911764706
scaf0424252.1,Bradi4g21870.1|PACid:21813076,39.4736842105
scaf0425321.1,Bradi1g11770.1|PACid:21815983,10.0
scaf0261420.1,Bradi1g42610.1|PACid:21820812,41.8118466899
scaf0308835.2,Bradi4g04030.1|PACid:21812234,2.94784580499
scaf0119615.1,Bradi1g26457.1|PACid:21814938,14.1791044776
scaf0287097.1,Bradi2g01095.1|PACid:21804004,18.8811188811
scaf0084610.2,Bradi1g36650.1|PACid:21815695,48.4057971014
scaf0084610.1,Bradi1g29464.1|PACid:21817355,12.6582278481
scaf0200606.1,Bradi1g66330.1|PACid:21817914,22.6130653266
scaf0366102.1,Bradi4g33870.1|PACid:21812343,11.8243243243
scaf0118315.1,Bradi2g11600.2|PACid:21809234,10.2493074792
scaf7362392.1,Bradi3g51180.1|PACid:21830505,3.96600566572
scaf0378581.2,Bradi3g23360.1|PACid:21831368,33.9160839161
scaf0427871.1,Bradi2g15400.1|PACid:21806882,44.4141689373
scaf0017786.2,Bradi1g18910.1|PACid:21817517,18.4438040346
scaf0017786.1,Bradi2g35730.2|PACid:21804771,24.6428571429
scaf0435568.1,Bradi3g51380.1|PACid:21831828,19.1704035874
scaf0157177.1,Bradi3g05750.1|PACid:21830369,55.4151624549
scaf0218356.1,Bradi1g12860.1|PACid:21815232,45.3804347826
scaf0039090.1,Bradi3g41950.1|PACid:21833332,32.3024054983
scaf0039090.3,Bradi4g44637.1|PACid:21810582,29.6178343949
scaf0406657.2,Bradi2g18740.1|PACid:21808083,38.1818181818
scaf0406657.1,Bradi1g53120.1|PACid:21817465,45.4706927176
scaf0422774.1,Bradi4g20490.1|PACid:21810285,13.7184115523
scaf0422774.2,Bradi4g20500.1|PACid:21812048,18.3520599251
scaf0209049.1,Bradi4g44460.1|PACid:21813915,42.2471910112
scaf0338357.5,Bradi2g57470.1|PACid:21806739,9.51417004049
scaf0338357.4,Bradi5g14570.1|PACid:21825511,21.5894039735
scaf0338357.3,Bradi1g29147.1|PACid:21820649,57.0388349515
scaf0338357.1,Bradi3g50880.1|PACid:21830354,33.4394904459
scaf0076735.1,Bradi1g15680.1|PACid:21823095,1.93423597679
scaf0076735.2,Bradi5g18830.1|PACid:21826469,55.9380378657
scaf0039199.1,Bradi3g22580.1|PACid:21830750,7.93650793651
scaf0039199.2,Bradi2g47730.1|PACid:21803458,32.2717622081
scaf0435101.1,Bradi1g18450.2|PACid:21819521,23.1527093596
scaf0011738.2,Bradi3g44620.1|PACid:21830337,11.1898016997
scaf0388389.1,Bradi1g22960.1|PACid:21815731,23.1270358306
scaf0086971.1,Bradi4g04280.1|PACid:21813121,16.9411764706
scaf0283336.1,Bradi5g01480.1|PACid:21824981,11.0453648915
scaf0005864.1,Bradi1g14740.1|PACid:21818421,15.099009901
scaf0321703.1,Bradi2g40970.1|PACid:21808315,8.69565217391
scaf0254471.1,Bradi3g21190.1|PACid:21831377,14.2570281124
scaf0201899.1,Bradi1g55697.1|PACid:21816142,58.1632653061
